1000
0	11.9	0
1	11.855045	-1.464140436e-12
2	11.81018	1.318353076e-13
3	11.765405	-4.906179122e-13
4	11.72072	-1.675833161e-12
5	11.676125	-3.839728348e-13
6	11.63162	-2.639023302e-13
7	11.587205	6.454035382e-13
8	11.54288	-1.229100667e-12
9	11.498645	-1.121500643e-13
10	11.4545	6.677043524e-13
11	11.410445	-2.413852486e-12
12	11.36648	-1.256822208e-12
13	11.322605	2.231766619e-13
14	11.27882	8.797586939e-13
15	11.235125	-9.109910684e-13
16	11.19152	-6.15322717e-13
17	11.148005	4.897472255e-13
18	11.10458	1.30973749e-12
19	11.061245	-1.439666415e-12
20	11.018	-8.176028982e-13
21	10.974845	-8.55407553e-13
22	10.93178	-1.635542836e-12
23	10.888805	4.526447374e-13
24	10.84592	-6.22512904e-13
25	10.803125	-8.523180195e-13
26	10.76042	-2.41854296e-12
27	10.717805	-1.275190889e-12
28	10.67528	-3.013137716e-13
29	10.632845	5.779112756e-13
30	10.5905	-2.357033157e-12
31	10.548245	-7.377244151e-13
32	10.50608	6.982345602e-14
33	10.464005	-1.537239499e-12
34	10.42202	-2.144080043e-12
35	10.380125	-2.700813971e-13
36	10.33832	5.88696556e-14
37	10.296605	-2.463762495e-12
38	10.25498	-1.769460068e-13
39	10.213445	2.870457444e-13
40	10.172	-2.457471081e-12
41	10.130645	-3.029427983e-12
42	10.08938	-5.574641815e-13
43	10.048205	-2.703060904e-13
44	10.00712	-1.846529884e-12
45	9.966125	-1.438936162e-12
46	9.92522	-1.065945214e-12
47	9.884405	1.556001393e-13
48	9.84368	-2.364223344e-12
49	9.803045	-1.611051262e-12
50	9.7625	-8.167602981e-14
51	9.722045	-1.817432097e-12
52	9.68168	-2.071897306e-12
53	9.641405	-1.38433568e-12
54	9.60122	-7.35870695e-14
55	9.561125	-2.028194451e-12
56	9.52112	-1.549485286e-12
57	9.481205	-3.02212545e-13
58	9.44138	3.846750015e-13
59	9.401645	-1.642395983e-12
60	9.362	-7.537338157e-13
61	9.322445	-4.714066315e-13
62	9.28298	-2.34512441e-12
63	9.243605	-2.945954407e-12
64	9.20432	-7.366571217e-13
65	9.165125	4.791585518e-13
66	9.12602	-2.524205004e-12
67	9.087005	-8.110306179e-13
68	9.04808	-9.028178481e-13
69	9.009245	6.593626121e-13
70	8.9705	-2.382760545e-12
71	8.931845	-4.059085223e-13
72	8.89328	-9.320279826e-13
73	8.854805	-4.284789685e-12
74	8.81642	-1.418264375e-12
75	8.778125	9.639344371e-14
76	8.73992	1.574875634e-12
77	8.701805	-2.637675142e-12
78	8.66378	-1.688570465e-12
79	8.625845	-1.73058812e-12
80	8.588	9.491046766e-13
81	8.550245	-1.577796647e-12
82	8.51258	-1.137397697e-12
83	8.475005	1.365910826e-12
84	8.43752	-2.42107076e-12
85	8.400125	-1.933261514e-12
86	8.36282	-8.484420594e-13
87	8.325605	2.797432108e-13
88	8.28848	-1.726094253e-12
89	8.251445	-2.192557631e-12
90	8.2145	-8.421506458e-13
91	8.177645	1.543418566e-12
92	8.14088	-1.573976861e-12
93	8.104205	2.037968612e-13
94	8.06762	8.965264345e-14
95	8.031125	-3.190645456e-12
96	7.99472	-1.195593273e-12
97	7.958405	-5.61733355e-15
98	7.92218	1.700928599e-13
99	7.886045	-2.445337641e-12
100	7.85	-1.392199947e-12
101	7.814045	-1.11807407e-12
102	7.77818	1.156047245e-12
103	7.742405	-5.313997538e-13
104	7.70672	-2.168740137e-12
105	7.671125	-1.853720071e-13
106	7.63562	-1.81799383e-12
107	7.600205	-1.889671006e-12
108	7.56488	-9.061882482e-13
109	7.529645	-4.628682845e-14
110	7.4945	-1.21896138e-12
111	7.459445	-1.417590295e-12
112	7.42448	-1.30097445e-12
113	7.389605	5.797088223e-14
114	7.35482	-1.582065821e-12
115	7.320125	-1.114478976e-13
116	7.28552	6.803714395e-13
117	7.251005	-2.362875184e-12
118	7.21658	-2.286479448e-12
119	7.182245	-5.866743159e-13
120	7.148	8.223776317e-13
121	7.113845	-2.059539173e-12
122	7.07978	-1.848327431e-12
123	7.045805	-1.211097113e-13
124	7.01192	8.98773368e-13
125	6.978125	-1.662730731e-12
126	6.94442	-1.360742879e-12
127	6.910805	5.037624727e-13
128	6.87728	-1.90742178e-12
129	6.843845	-1.322095624e-12
130	6.8105	-1.05021668e-12
131	6.777245	1.067293374e-13
132	6.74408	-1.431521282e-12
133	6.711005	-1.146610124e-12
134	6.67802	1.120545696e-12
135	6.645125	1.604759848e-12
136	6.61232	-1.466798137e-12
137	6.579605	-4.554534042e-13
138	6.54698	3.172669989e-13
139	6.514445	-1.790805936e-12
140	6.482	-1.543418566e-12
141	6.449645	3.132225187e-13
142	6.41738	1.535104912e-12
143	6.385205	-9.659566772e-13
144	6.35312	-5.406121808e-13
145	6.321125	6.686873858e-13
146	6.28922	1.258058022e-12
147	6.257405	-1.188178392e-12
148	6.22568	-1.067742761e-12
149	6.194045	-8.623730466e-13
150	6.1625	-1.05089076e-12
151	6.131045	-3.909664151e-13
152	6.09968	1.936856608e-13
153	6.068405	4.83540072e-13
154	6.03722	-1.384560373e-12
155	6.006125	-1.359170026e-12
156	5.97512	-4.439940438e-13
157	5.944205	1.431296588e-12
158	5.91338	-1.647676277e-12
159	5.882645	-1.255361702e-12
160	5.852	6.071214101e-13
161	5.821445	-1.272438396e-12
162	5.79098	-9.542726234e-13
163	5.760605	-8.484420594e-13
164	5.73032	1.715533666e-12
165	5.700125	-1.109086336e-12
166	5.67002	-2.487579989e-12
167	5.640005	-4.017516955e-13
168	5.61008	1.671269078e-12
169	5.580245	-9.810111311e-13
170	5.5505	-1.076281108e-13
171	5.520845	-2.653628369e-13
172	5.49128	-1.682503745e-12
173	5.461805	-1.369955306e-12
174	5.43242	2.15480915e-13
175	5.403125	1.027747346e-12
176	5.37392	-2.146720189e-12
177	5.344805	-6.875616265e-14
178	5.31578	9.616875037e-13
179	5.286845	-1.449272056e-12
180	5.258	-1.522522085e-12
181	5.229245	-1.248845595e-12
182	5.20058	-6.048744766e-13
183	5.172005	-1.518926992e-12
184	5.14352	8.520371528e-13
185	5.115125	2.233451819e-13
186	5.08682	2.116611282e-13
187	5.058605	-1.453765923e-12
188	5.03048	1.932362741e-13
189	5.002445	3.100768119e-14
190	4.9745	-1.396693814e-12
191	4.946645	7.001444536e-13
192	4.91888	2.898544112e-13
193	4.891205	-5.060094062e-13
194	4.86362	-1.20750202e-12
195	4.836125	-3.604081206e-13
196	4.80872	-7.819328301e-14
197	4.781405	6.381290912e-14
198	4.75418	-1.194919193e-12
199	4.727045	-7.868760836e-13
200	4.7	-3.338943062e-13
201	3.61238483	-9.176476087e-13
202	3.14618	-1.059653801e-12
203	3.55874483	-4.022010822e-13
204	4.59272	9.437120364e-13
205	5.62678517	-1.72654364e-12
206	6.03962	-8.794497405e-13
207	5.57386517	8.605754998e-13
208	4.48688	-3.72541561e-13
209	3.399984815	-1.11537775e-12
210	2.9345	-1.009771879e-12
211	3.34778483	3.4557836e-13
212	4.38248	-1.513534352e-12
213	5.41726517	-1.30097445e-12
214	5.83082	-1.341419252e-12
215	5.36578517	-4.327593767e-13
216	4.27952	-1.182785752e-12
217	3.19334483	-7.513745356e-13
218	2.72858	-6.453192782e-13
219	3.14258483	-1.163911512e-13
220	4.178	-2.044709412e-13
221	5.21350517	1.932362741e-13
222	5.62778	-9.437120364e-15
223	5.16346517	-1.963819809e-12
224	4.07792	-1.29827813e-12
225	2.99246483	-1.175146179e-12
226	2.52842	-8.790003539e-13
227	2.94314483	-7.60811656e-13
228	3.97928	-8.313653654e-14
229	5.015505185	-1.604310462e-13
230	5.4305	3.828774547e-13
231	4.96690517	-1.463203043e-12
232	3.88208	-7.149742142e-13
233	2.797344815	5.392640208e-15
234	2.33402	-9.540479301e-13
235	2.74946483	-2.278390488e-13
236	3.78632	-6.637441322e-13
237	4.82326517	7.145248275e-14
